image_path,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
dataset/processed\22102024\22102024_face_001.jpg,22102024,-0.1581086814403534,-0.45827507972717285,-0.319921612739563,1.0783579349517822,-0.7516579031944275,0.04569791257381439,-0.45392045378685,-1.160689353942871,0.3821515738964081,0.15708185732364655,-0.567424476146698,0.048105642199516296,0.39273154735565186,-1.5268867015838623,-0.32563626766204834,0.5179763436317444,1.0793145895004272,1.5754826068878174,0.5136661529541016,0.005370311439037323,-0.3211648464202881,0.5088031888008118,-0.5700770616531372,0.026966877281665802,-0.6992992162704468,2.029418468475342,0.6012611389160156,0.7473535537719727,-0.7031401991844177,0.6613374352455139,0.0720476359128952,1.0395002365112305,0.340917706489563,-0.22583290934562683,0.44534772634506226,-1.1021175384521484,0.29956457018852234,-2.063508987426758,-0.12732365727424622,0.9756656885147095,-0.6558985114097595,-0.8065685033798218,1.8293691873550415,0.9265629053115845,2.3012516498565674,-0.5230311751365662,-0.3026691675186157,0.5154874324798584,1.159328579902649,0.6968362331390381,0.9803025126457214,-2.5086286067962646,-1.3899363279342651,0.6897662281990051,0.6540692448616028,-0.1702110916376114,0.6265512704849243,0.07371917366981506,-1.2855746746063232,-0.5942743420600891,-1.2315913438796997,-1.2807711362838745,1.8940308094024658,-0.12393699586391449,-1.0487656593322754,0.09585665166378021,-0.835460364818573,-0.46662992238998413,-1.0099766254425049,-1.035996437072754,0.7846856713294983,-0.5977466106414795,1.445632815361023,0.2735476493835449,1.1717721223831177,-1.8258883953094482,0.037710875272750854,0.19845226407051086,0.7290206551551819,0.6838828921318054,-0.4533918797969818,-0.915010929107666,-0.7486845850944519,-0.5989364385604858,-0.758598804473877,0.056382544338703156,-1.6806464195251465,0.032536812126636505,0.6145285367965698,-0.9004096388816833,0.05802198499441147,0.17619113624095917,-0.390939861536026,-0.08242134004831314,0.3787698745727539,-1.0537528991699219,-0.6676750779151917,0.654217004776001,-2.6055080890655518,-1.8388289213180542,2.348634958267212,-0.14402107894420624,0.9987649917602539,-0.3747178316116333,-1.0451207160949707,-1.0776753425598145,-0.8611860275268555,-2.1402225494384766,-1.182486891746521,-0.18424972891807556,0.32914817333221436,0.5574283599853516,0.2698524594306946,1.1783876419067383,0.15658393502235413,-1.2357099056243896,0.4824462831020355,-0.5982713103294373,0.38137727975845337,1.0747404098510742,-1.2241711616516113,-1.0275002717971802,2.39365291595459,0.036986373364925385,-0.9525558948516846,0.7521854043006897,1.6410061120986938,1.3489495515823364
dataset/processed\22102024\22102024_face_002.jpg,22102024,0.1047617569565773,-0.7753927707672119,-0.5689788460731506,-0.10614334791898727,0.20707692205905914,-0.4741016924381256,-0.2375575751066208,-0.22097912430763245,-0.00484113022685051,0.03513440489768982,0.04783135652542114,-0.4979390799999237,-0.17848742008209229,-0.7108616828918457,0.1609736680984497,0.11798891425132751,0.007162265479564667,0.04335252195596695,0.21378010511398315,-0.8139820694923401,-0.39393743872642517,0.2669365406036377,-0.25848647952079773,0.20045548677444458,0.22763948142528534,-0.07217118889093399,0.547932505607605,0.026478715240955353,0.05851985514163971,-0.12221913784742355,0.137352854013443,0.5912413001060486,0.07466679811477661,-0.023987751454114914,0.4691326916217804,-0.35490483045578003,0.45031505823135376,0.014428302645683289,0.5215356349945068,-0.31431758403778076,0.2410607486963272,0.3643812835216522,-0.0816192477941513,-0.3013550341129303,-0.5425699353218079,-0.379572331905365,0.36634451150894165,-0.3890330195426941,0.21201728284358978,0.3380645215511322,-0.42341071367263794,0.1783176213502884,0.46414002776145935,-0.11489763855934143,0.4307286739349365,0.31567221879959106,0.20651836693286896,0.3434632122516632,-0.3020778000354767,-0.7258544564247131,-0.07343441992998123,-0.5791659355163574,-0.4594370424747467,1.012455701828003,0.43540698289871216,0.9271580576896667,0.4776761531829834,0.4263187646865845,-0.10363931208848953,-0.2754232585430145,0.11108595132827759,-0.553135097026825,0.023617325350642204,-0.7090786099433899,-0.02950119972229004,-0.0028843097388744354,-0.4567599594593048,0.5747179985046387,-0.4371507465839386,-0.6448633670806885,-0.494231641292572,-0.15607912838459015,0.16652879118919373,0.5454015135765076,0.27452877163887024,-0.470907598733902,-0.026539381593465805,-0.3438635468482971,-0.8326700925827026,0.15380533039569855,0.4503125846385956,-0.14596517384052277,-0.8958602547645569,-0.3312371075153351,0.4651831388473511,0.08261691778898239,-0.42279237508773804,-0.31864485144615173,-0.39309826493263245,-0.27929359674453735,-0.5990467667579651,0.7878963351249695,0.06896962970495224,-0.5368424654006958,0.2423487901687622,0.5044606924057007,0.02716580033302307,-0.09212495386600494,-0.2659057080745697,-0.7415087819099426,-0.1443978250026703,0.4461076855659485,0.384933739900589,-0.007353018969297409,-0.08266077935695648,0.4098109006881714,-0.21710236370563507,-0.006753295660018921,0.02978254109621048,0.5555269122123718,-0.08667011559009552,-0.5910613536834717,0.6525377035140991,0.18237438797950745,0.6590533256530762,-0.8777820467948914,0.24865181744098663,0.15144918859004974
dataset/processed\22102024\22102024_face_003.jpg,22102024,0.31598174571990967,0.9194256067276001,-0.8846237063407898,-0.10967530310153961,-0.872574508190155,0.09404793381690979,0.31047746539115906,-1.6625624895095825,0.03127538412809372,0.3874393105506897,0.06267271190881729,-0.2535805106163025,0.5208052396774292,-1.1234090328216553,0.6526041030883789,0.3149139881134033,0.32981154322624207,1.23207688331604,0.14457117021083832,-0.4497831463813782,-0.06156699359416962,-0.6433948278427124,0.014996141195297241,0.17330263555049896,0.12069597840309143,0.81983482837677,0.9932417869567871,0.0639430582523346,-2.285252094268799,0.866263747215271,-0.3271949887275696,0.8203617930412292,0.5920692682266235,0.5920916199684143,1.2863686084747314,-0.7382909059524536,0.6117650270462036,-1.6373834609985352,0.9181134104728699,0.6509100198745728,0.04181588441133499,0.00434558279812336,1.3095899820327759,0.1276843100786209,0.9735807180404663,-0.9368867874145508,0.34533771872520447,-0.05933666229248047,1.0062353610992432,-0.16968625783920288,1.353882908821106,-1.4669411182403564,-0.1181250587105751,-0.5661564469337463,1.0220420360565186,0.1955132782459259,0.2218492478132248,-0.1442466825246811,-0.905131459236145,0.08608294278383255,1.0124180316925049,-0.2524053156375885,0.40573814511299133,0.01579834520816803,0.9036171436309814,-0.9841548800468445,-0.9920101165771484,0.0992593765258789,0.1846812665462494,-0.44827356934547424,1.3494923114776611,0.12414798140525818,0.5535197257995605,-0.5293259620666504,1.3535598516464233,-0.9337952136993408,0.6990095376968384,0.22632142901420593,0.8422479033470154,-0.9921042919158936,0.06963983923196793,0.5184335708618164,0.1421998143196106,0.3803302049636841,0.2003994882106781,0.6514616012573242,-0.14953181147575378,-0.8882346153259277,-0.34590548276901245,-0.6894342303276062,-1.106231689453125,0.7910183072090149,0.056304898113012314,1.0301425457000732,0.5435149073600769,0.008493015542626381,-0.678615391254425,0.3212995231151581,-2.0622379779815674,0.05973891168832779,1.5373700857162476,0.36751502752304077,0.12626013159751892,-1.2150189876556396,-1.417612075805664,-1.523040533065796,-1.561935305595398,-0.4970695674419403,-1.6934800148010254,-0.7080168128013611,-0.661844789981842,0.9335123896598816,-0.0447135865688324,0.19347479939460754,-0.7080565690994263,0.5671463012695312,0.05634663999080658,0.377804160118103,0.2229914367198944,2.348642587661743,-0.3555612564086914,-1.0165722370147705,2.2971479892730713,-0.1857801377773285,-0.8068087697029114,0.17112082242965698,0.8430066108703613,0.3378458619117737
dataset/processed\22102024\22102024_face_004.jpg,22102024,0.2886311411857605,-1.2606350183486938,0.05397535115480423,1.2106704711914062,-0.3378066122531891,-1.6107001304626465,0.06529711186885834,-1.2358713150024414,-0.3102453649044037,1.0081202983856201,-0.9338905215263367,-0.5701700448989868,1.9423744678497314,-1.293516755104065,0.4838879704475403,0.7982149124145508,1.8159340620040894,0.602832555770874,0.5386172533035278,-0.7619122266769409,-0.21330934762954712,0.638055682182312,0.4551909565925598,0.6683828234672546,-0.4504930078983307,0.1602010428905487,0.35600969195365906,-0.0496850311756134,-0.551815390586853,-0.24248147010803223,-0.6551653146743774,0.4724081754684448,0.5181282758712769,0.20436763763427734,1.5587295293807983,0.22493910789489746,-0.39968302845954895,-0.36508479714393616,-0.26011213660240173,0.5159540772438049,-0.17808116972446442,0.8870972990989685,1.6536885499954224,0.7559533715248108,1.011260747909546,-0.6147611737251282,-0.513792097568512,0.44767120480537415,0.5680798888206482,1.617408037185669,0.3757707476615906,-2.3416402339935303,-2.315587043762207,0.558540403842926,0.8023841381072998,-0.49233201146125793,-0.5314263701438904,-0.6128930449485779,-2.227480411529541,-0.8227299451828003,-1.2616206407546997,-2.2084391117095947,0.41050562262535095,-1.509007215499878,-1.5958359241485596,-0.20726753771305084,-1.609902262687683,0.09165474027395248,-0.8280036449432373,-0.0994236022233963,0.287219375371933,0.15736719965934753,0.867173433303833,-0.7844616174697876,1.4503087997436523,-1.7423880100250244,-0.6000301837921143,-0.5351753830909729,0.02870095521211624,-0.27552270889282227,0.24952760338783264,-0.09669724106788635,-0.7439066767692566,-0.232661634683609,0.1743505299091339,0.2854474186897278,0.021677030250430107,-0.8212509155273438,-0.2828752398490906,0.010479404591023922,0.14394761621952057,1.9140028953552246,0.5811776518821716,0.5330981612205505,0.06484069675207138,-0.5433592796325684,-0.5257868766784668,1.6151708364486694,-2.299745559692383,-1.089823842048645,1.8070441484451294,0.3563799262046814,0.2573322653770447,-1.5090811252593994,0.15241670608520508,-1.6915839910507202,-0.35343748331069946,-1.2952864170074463,-1.7074252367019653,-0.7060107588768005,0.3991971015930176,0.4928646683692932,0.4045191705226898,0.6172542572021484,-0.8359050154685974,-1.3822773694992065,0.8852111101150513,-1.0873887538909912,-0.14253243803977966,0.9443415999412537,-0.8414461612701416,-1.6799161434173584,1.3163880109786987,-0.14990149438381195,-0.5042515993118286,0.786832869052887,-0.2540266215801239,1.5505249500274658
dataset/processed\22102024\22102024_face_005.jpg,22102024,0.7540868520736694,-0.2718532979488373,-1.9779040813446045,0.8340884447097778,-0.40021395683288574,-0.5827578902244568,-1.074615478515625,-0.9450123906135559,0.6800121665000916,0.44983041286468506,-1.1166775226593018,-0.2489173859357834,-0.960026741027832,-1.2236088514328003,-0.1756485402584076,0.04621654748916626,1.9190024137496948,0.1440523862838745,0.7945294380187988,-1.584186315536499,-0.36760440468788147,-0.21176420152187347,-1.0084788799285889,0.3009733557701111,0.32005131244659424,-0.6141310334205627,-0.20783370733261108,0.7120505571365356,-0.25582075119018555,1.1350438594818115,0.732940673828125,0.4661629796028137,0.299355685710907,0.4306923747062683,0.24331173300743103,0.006464894860982895,-0.4237568974494934,-0.19872823357582092,-0.2047879993915558,0.06400398164987564,-0.7719045281410217,0.8076393008232117,0.06377558410167694,0.12131766974925995,0.17572955787181854,-0.2161753624677658,-0.9510083794593811,1.0256576538085938,0.374594509601593,0.8614637851715088,0.8015274405479431,-1.9541566371917725,0.32143092155456543,0.5634737014770508,0.6203471422195435,0.6834538578987122,-0.32783499360084534,-1.4579479694366455,-0.42814016342163086,-1.1087870597839355,-2.1670291423797607,-0.38975054025650024,-0.2020569145679474,0.7501876950263977,0.9758131504058838,0.40647339820861816,-0.6521214246749878,-0.281046062707901,-1.0347557067871094,-0.3831380009651184,1.4206311702728271,-0.5611422061920166,1.1921014785766602,-1.0932724475860596,0.3786129951477051,-0.14378033578395844,0.6185175180435181,0.8566285371780396,-0.06911586970090866,-0.4370730519294739,-0.4114246666431427,-0.00651988759636879,-0.6387791633605957,-0.6762963533401489,0.20454713702201843,-0.8163316249847412,-0.9553823471069336,-0.8467888832092285,-0.7378379106521606,1.034714937210083,1.6908856630325317,0.8077982664108276,-1.6911593675613403,0.23542237281799316,-0.04650592803955078,-0.41651731729507446,0.0604957677423954,0.6574744582176208,-1.7891206741333008,0.0690077617764473,0.838945209980011,0.6968041062355042,0.9644395709037781,-0.9215850234031677,-0.47836369276046753,-0.2721191644668579,-0.3446701467037201,-0.7213715314865112,-0.7121639251708984,-1.4330238103866577,-0.2803795039653778,0.2976764142513275,-1.1595033407211304,0.878984808921814,0.14108769595623016,-0.864165186882019,0.698967456817627,-0.11673684418201447,0.225660502910614,1.0150377750396729,0.5147031545639038,-1.5582367181777954,1.330268144607544,-0.25928881764411926,0.27716225385665894,-0.803697943687439,0.7347642779350281,0.1272212713956833
dataset/processed\22102024\22102024_face_006.jpg,22102024,-0.3635839819908142,-0.5854305028915405,0.23459041118621826,1.9429271221160889,-0.8999813199043274,-1.1372578144073486,-0.4951515197753906,-0.5023860335350037,0.3927844166755676,0.527462363243103,-1.3888713121414185,0.08943304419517517,1.4826778173446655,-1.7256942987442017,-0.1627691686153412,1.0114532709121704,1.2587217092514038,1.276649832725525,0.8712462782859802,-0.01299592386931181,0.058825865387916565,0.8480314612388611,-0.8550783395767212,1.3274680376052856,-0.9141146540641785,0.5170955657958984,-0.27588024735450745,0.63871169090271,0.2424229085445404,-0.18771964311599731,-0.6975553035736084,0.6949172019958496,-0.5231640934944153,0.36270564794540405,1.1644521951675415,-0.7595025897026062,-1.1389994621276855,-1.1564645767211914,-1.2327969074249268,0.9433008432388306,-0.0955037921667099,0.06099420040845871,1.5967535972595215,1.2021081447601318,1.9745347499847412,-0.33811283111572266,0.4310367703437805,1.137337565422058,0.6878224015235901,1.3514549732208252,0.3470163345336914,-1.8416376113891602,-1.7436132431030273,1.6088662147521973,-0.060843441635370255,-0.4523457884788513,0.0442771352827549,-1.4137338399887085,-2.037288188934326,0.05080278962850571,-1.8572847843170166,-1.1402482986450195,0.4634731709957123,-1.5313377380371094,-1.1906678676605225,0.16326184570789337,-0.23779785633087158,-0.1359085887670517,-1.0066304206848145,-0.8772498369216919,0.33977964520454407,-0.7538267374038696,1.2568812370300293,0.27775633335113525,0.9468914866447449,-2.037196636199951,-0.39438146352767944,-0.13130199909210205,-0.034972939640283585,-0.06142957881093025,0.6960528492927551,-1.7202385663986206,-0.7500957250595093,-1.4683475494384766,0.21783912181854248,0.09639862924814224,-0.4912961721420288,-0.02032652497291565,0.4948556125164032,0.412299782037735,0.2997691333293915,1.3751617670059204,0.4526195228099823,-0.2838265001773834,0.2650564908981323,-0.5512409210205078,0.16772811114788055,1.231290340423584,-1.5636143684387207,-0.6176901459693909,1.9038337469100952,0.48183369636535645,0.6830855011940002,-0.6529432535171509,-0.09977133572101593,-1.0361546277999878,-0.6779479384422302,-0.4473283588886261,-1.495222806930542,-0.4865340292453766,0.47885680198669434,0.2481568306684494,-0.1729949414730072,0.3341449797153473,-1.094490885734558,-1.9202765226364136,0.7994478940963745,-0.8440516591072083,0.06847444176673889,-0.2434518188238144,-0.84123694896698,-1.5147461891174316,0.6910703182220459,0.04656624048948288,0.33423948287963867,0.9008933901786804,-0.013635735027492046,1.4549046754837036
dataset/processed\22102024\22102024_face_007.jpg,22102024,-0.16086308658123016,-1.1714502573013306,-0.12955939769744873,1.9648046493530273,-0.5529630184173584,-1.4021168947219849,0.6054395437240601,-1.4791165590286255,0.4198920726776123,0.48443642258644104,-0.4640863835811615,-0.7922682166099548,1.1159653663635254,-1.6348907947540283,-0.24827426671981812,0.4365823268890381,1.0452879667282104,1.111263632774353,-0.10236482322216034,0.008792868815362453,0.09566307067871094,0.45232686400413513,-0.09240643680095673,0.6690160632133484,-0.20579595863819122,0.4634365141391754,1.0627985000610352,0.01705825701355934,-0.6398016214370728,0.28467151522636414,-0.391605019569397,1.0963338613510132,0.26222023367881775,0.5422074794769287,0.8261083364486694,-0.20411257445812225,-0.6122327446937561,-1.0876514911651611,-0.31231820583343506,0.9257322549819946,0.21254926919937134,0.053262777626514435,1.3954359292984009,0.5944862961769104,1.576483130455017,-0.14513954520225525,-0.2523668706417084,0.8062357902526855,0.37288135290145874,1.9471724033355713,-0.10276457667350769,-2.4491539001464844,-1.0735646486282349,1.2439321279525757,0.40383490920066833,-0.3103775382041931,-0.5253588557243347,-0.395500123500824,-1.4524203538894653,-1.2018193006515503,-1.6935807466506958,-1.658727765083313,0.4727880358695984,-1.3191672563552856,-0.9935855269432068,0.08304325491189957,-1.2845194339752197,-0.4376929700374603,-1.0253254175186157,-0.9232652187347412,0.057469043880701065,-1.0430432558059692,1.8939274549484253,-0.7768523693084717,0.13720332086086273,-2.4482767581939697,0.10927195847034454,-0.35481730103492737,0.26388028264045715,0.2143927663564682,0.32163235545158386,-1.2974331378936768,-0.2659083902835846,-0.41718488931655884,0.3702322542667389,0.8734954595565796,-0.1509232521057129,0.20297662913799286,0.7429111003875732,0.6215429306030273,0.4225901961326599,1.769956350326538,-0.004619568586349487,0.3347930312156677,0.28306281566619873,-0.5459808111190796,0.05289948359131813,0.2851429879665375,-2.4807324409484863,-0.7999475002288818,1.5562455654144287,0.750216543674469,1.2102644443511963,-0.8979036808013916,-0.18679523468017578,-1.074178695678711,0.22412025928497314,-0.7181122303009033,-1.303513765335083,-0.9000479578971863,1.0705476999282837,-0.015048675239086151,0.2707916498184204,1.0773872137069702,-0.4946110248565674,-1.4843939542770386,0.529892086982727,-0.33907046914100647,0.6545004844665527,0.1656993329524994,-1.149542212486267,-1.2049624919891357,1.1997605562210083,-0.46128135919570923,-0.8214691281318665,1.1105406284332275,0.6810938715934753,1.7272754907608032
dataset/processed\22102024\22102024_face_008.jpg,22102024,0.058997251093387604,-0.3651374876499176,0.04166781157255173,1.5224030017852783,0.35264191031455994,0.4541487693786621,-0.43529781699180603,-0.8675706386566162,1.5217396020889282,-0.21446043252944946,-1.6428067684173584,-0.5249619483947754,1.0474551916122437,-1.0202343463897705,-1.6889209747314453,-0.4116974472999573,0.39913585782051086,0.5924150347709656,0.27287229895591736,-0.6836459636688232,0.5048878192901611,1.0905283689498901,-1.335368037223816,-0.5677170157432556,0.46291208267211914,-0.005724072456359863,0.8129607439041138,0.46076297760009766,-0.3997933864593506,0.5383078455924988,-0.27926647663116455,0.7892413139343262,-0.17938688397407532,-0.7419422268867493,0.4385339021682739,-0.35707300901412964,-0.5788962244987488,-1.8037821054458618,-1.050220012664795,1.3342307806015015,1.354748249053955,-0.26428478956222534,1.2920112609863281,1.302472472190857,1.2132253646850586,0.03477327525615692,-0.38091328740119934,1.3363041877746582,-0.4654727578163147,0.9791727066040039,-1.2022511959075928,-0.9721007347106934,-0.5793358087539673,2.137988567352295,-0.3947933614253998,-0.7266921997070312,0.809736967086792,-1.6140152215957642,-1.8440606594085693,-1.944847583770752,-1.646766185760498,-1.5175127983093262,0.8540770411491394,0.2568584680557251,-0.975840151309967,0.32011520862579346,-0.6865358352661133,-0.4980882406234741,-1.1810659170150757,-2.2113986015319824,0.03979106992483139,-0.17062078416347504,0.5326958894729614,-0.2966773808002472,-0.08875586092472076,-1.77790105342865,1.0997716188430786,1.0729564428329468,0.9364169239997864,0.7502870559692383,0.15494731068611145,-0.9967905282974243,0.7214469313621521,-0.6705147624015808,0.8945067524909973,-0.24928081035614014,-0.033343009650707245,-0.10403108596801758,0.29741841554641724,1.0612319707870483,0.12978674471378326,0.48377177119255066,-0.02595088817179203,-0.20879417657852173,0.39888837933540344,0.2071709930896759,0.055948685854673386,-0.15251381695270538,-1.8048434257507324,-0.9060838222503662,1.4204237461090088,1.631895661354065,1.1503162384033203,-0.5042394399642944,-1.436901330947876,0.189425989985466,-1.1690694093704224,-0.23316064476966858,-0.4216945469379425,-1.2594300508499146,0.6682230830192566,-0.3294273614883423,0.23124027252197266,1.1867598295211792,-0.49845242500305176,-0.5032361149787903,0.5075831413269043,0.2480604201555252,0.6244910359382629,-0.7663753628730774,-0.6368926763534546,-0.31274300813674927,1.4835937023162842,-0.32021841406822205,0.4894828200340271,0.4220535457134247,0.7713791131973267,1.8180066347122192
dataset/processed\22102024\22102024_face_009.jpg,22102024,0.3779824674129486,-0.9787083864212036,-0.494573712348938,1.2645269632339478,-1.4239858388900757,-0.3861317038536072,-0.27420902252197266,-0.8034229278564453,1.2617863416671753,-0.03654414415359497,-0.7943863868713379,-0.49172335863113403,-0.05953577160835266,-0.7869913578033447,-0.9635775089263916,0.7352408766746521,0.12684296071529388,1.4357798099517822,-0.21248674392700195,-0.7543116211891174,-0.35822510719299316,-0.06472840160131454,-0.37388136982917786,-0.7491690516471863,1.4537312984466553,0.6359313726425171,0.9897322654724121,0.6103450655937195,-0.09198664128780365,0.31717535853385925,-1.2011651992797852,1.4932008981704712,0.13553199172019958,-0.09602008014917374,0.511248767375946,0.838641345500946,-1.36196768283844,-0.2295832633972168,-1.0755550861358643,1.5988057851791382,1.3839566707611084,0.983428955078125,1.516103982925415,0.16833218932151794,1.3372853994369507,-0.0645739734172821,-0.01764042116701603,0.6349250078201294,0.4475412964820862,0.9712727069854736,-0.09425409138202667,-1.5783991813659668,0.542603075504303,1.587408423423767,0.814243495464325,-0.8921459317207336,-0.6709342002868652,-0.048251453787088394,-0.8805785179138184,0.23248931765556335,-0.19754856824874878,-1.134724736213684,-0.1827794909477234,-0.17158035933971405,1.3506416082382202,0.3923081159591675,-0.5004992485046387,0.8316426873207092,0.8404139876365662,-1.4463943243026733,-0.4494566321372986,0.4647887051105499,0.013918668031692505,-0.4664788842201233,0.459968626499176,-1.6296567916870117,0.2283763587474823,0.24509702622890472,1.691211462020874,0.17382703721523285,0.5632814168930054,-0.5890774726867676,1.4396084547042847,-1.1342177391052246,-0.4570676386356354,-0.09312852472066879,-0.2654966711997986,0.12875708937644958,0.2694481313228607,1.152296781539917,0.3130946755409241,1.0629535913467407,0.2588081359863281,0.38147056102752686,-0.3478504717350006,0.6792961359024048,-1.2895925045013428,0.6315534114837646,-1.279644250869751,0.9257761240005493,1.3796465396881104,0.6243505477905273,0.24979251623153687,-0.27282223105430603,-1.0335477590560913,-0.48928290605545044,-1.2992959022521973,0.533644437789917,-2.0173206329345703,-1.3516970872879028,1.2667158842086792,0.48638278245925903,-0.3406405448913574,0.6382386684417725,-0.2762160003185272,-0.5082049369812012,0.317049115896225,0.27456462383270264,1.6117480993270874,-0.07284178584814072,0.53864985704422,-1.0971176624298096,0.6848711371421814,-0.5020471215248108,-0.3738413453102112,0.5451611280441284,0.6879949569702148,1.1491636037826538
dataset/processed\22102024\22102024_face_010.jpg,22102024,0.7973177433013916,-0.312127947807312,-1.4419078826904297,-0.2394390106201172,-0.49450042843818665,-0.015368105843663216,0.10918007791042328,-1.4839327335357666,0.3361714482307434,2.1785736083984375,-0.4412553906440735,-2.054165840148926,-1.2202138900756836,-0.8831321001052856,-0.14109495282173157,0.5101615190505981,0.6588749885559082,1.613603115081787,0.16621938347816467,-1.7871804237365723,1.2312507629394531,-0.7929648756980896,0.872004508972168,0.0882665365934372,0.678548276424408,1.0284103155136108,0.8103649616241455,-1.1636382341384888,-1.7123072147369385,1.4673571586608887,0.45005765557289124,1.6801916360855103,0.5844202637672424,2.0598998069763184,2.705125570297241,0.579177737236023,-0.7417242527008057,-0.005375675857067108,0.7491159439086914,0.7582880258560181,0.6978083848953247,0.3403332829475403,1.7179356813430786,0.14266686141490936,0.8396205306053162,-1.1534349918365479,-0.681892454624176,0.7430495023727417,0.04926019906997681,-0.07307283580303192,0.9703577756881714,-1.645751714706421,-0.1306944191455841,0.2673439681529999,1.3116401433944702,-0.06930233538150787,0.09183929860591888,-1.1515008211135864,-1.6672784090042114,-2.8354718685150146,-0.5313504338264465,-0.976639449596405,-0.556063711643219,-0.519559919834137,0.11316851526498795,-0.677011251449585,-1.3439818620681763,0.04481589421629906,0.17533078789710999,-0.24068261682987213,1.9079910516738892,-0.19845086336135864,0.5030887722969055,-0.8615844249725342,0.5510399341583252,-1.2739534378051758,0.27807995676994324,-0.805324137210846,-0.16384154558181763,-1.1891299486160278,0.9801153540611267,0.5986146926879883,0.8334758281707764,0.5572628378868103,0.943440318107605,0.8269386291503906,-0.30810898542404175,-0.12713706493377686,0.3203514516353607,1.2987374067306519,-1.8584738969802856,1.2447117567062378,-0.014608055353164673,3.2906618118286133,0.34222114086151123,-0.08596426993608475,-0.22655166685581207,0.6374505162239075,-1.7948789596557617,0.6095805764198303,1.0415356159210205,-0.2493264377117157,-1.0084421634674072,-1.425765037536621,-1.5186231136322021,-0.9371275901794434,-1.326938271522522,1.1396701335906982,-1.5262612104415894,-0.48177072405815125,0.12919627130031586,0.762009859085083,-0.43211182951927185,0.5817824006080627,-0.5476056337356567,-0.012669820338487625,1.1101224422454834,-1.8980801105499268,-0.1409672498703003,-0.2340640425682068,1.0189718008041382,-0.6981757879257202,0.9994810223579407,-1.0884065628051758,-1.2772711515426636,0.2404816746711731,0.3963669538497925,-0.25119057297706604
